timestamp,ecg_measurement,qrs_detected
5.311986141258390193e-01
5.931464480570418640e-01
5.956866229729800288e-01
5.676388213859551168e-01
5.137781439580801912e-01
5.702585340371868483e-01
6.022855080617518508e-01
5.981552156251924712e-01
5.954619881068352605e-01
4.251084512091456991e-01
