timestamp,ecg_measurement,qrs_detected
5.787015529444627937e-01
5.850036904071809207e-01
5.702120157169411341e-01
5.555271825721496137e-01
5.844307831666636366e-01
5.807396731275300539e-01
5.523906181777937796e-01
5.915216169278969538e-01
5.972827520529001566e-01
5.443182613949051341e-01
5.197686882102465766e-01
5.931464480570436404e-01
5.956866229729798068e-01
5.676388213859553389e-01
5.137781439580793030e-01
5.702585340371872924e-01
6.022855080617519619e-01
5.981552156251921382e-01
5.954619881068378140e-01
4.251084512091473644e-01
