timestamp,ecg_measurement,qrs_detected
5.676388213859560050e-01
5.137781439580810794e-01
5.702585340371881806e-01
6.022855080617505186e-01
5.981552156251923602e-01
5.954619881068387022e-01
4.251084512091454215e-01
