timestamp,ecg_measurement,qrs_detected
5.807828981942618762e-01
5.523906181777924473e-01
5.915216169278970648e-01
5.972827520528997125e-01
5.443182613949060222e-01
5.197686882102465766e-01
5.931464480570444175e-01
5.956866229729802509e-01
5.676388213859551168e-01
5.137781439580801912e-01
5.702585340371868483e-01
6.022855080617520729e-01
5.981552156251914720e-01
5.954619881068381471e-01
4.251084512091476419e-01
