timestamp,ecg_measurement,qrs_detected
1.097840939345708478e+00
5.523906181777910041e-01
5.915216169278962877e-01
5.972827520528996015e-01
5.443182613949056892e-01
5.197686882102465766e-01
5.931464480570437514e-01
5.956866229729798068e-01
5.676388213859564491e-01
5.137781439580793030e-01
5.702585340371862932e-01
6.022855080617527390e-01
5.981552156251905839e-01
5.954619881068368148e-01
4.251084512091453105e-01
