timestamp,ecg_measurement,qrs_detected
5.836037538962106641e-01
5.787015439204825640e-01
5.850036904071809207e-01
5.702120157169411341e-01
5.555271825721490586e-01
5.844307831666660791e-01
5.807396731275310531e-01
5.523906181777931135e-01
5.915216169278957326e-01
5.972827520529009337e-01
5.443182613949060222e-01
5.197686882102459105e-01
5.931464480570431963e-01
5.956866229729802509e-01
5.676388213859555609e-01
5.137781439580801912e-01
5.702585340371868483e-01
6.022855080617520729e-01
5.981552156251914720e-01
5.954619881068381471e-01
4.251084512091476419e-01
