timestamp,ecg_measurement,qrs_detected
5.807396812984363388e-01
5.523906181777937796e-01
5.915216169278970648e-01
5.972827520529002676e-01
5.443182613949060222e-01
5.197686882102463546e-01
5.931464480570438624e-01
5.956866229729804729e-01
5.676388213859558940e-01
5.137781439580796361e-01
5.702585340371872924e-01
6.022855080617519619e-01
5.981552156251910279e-01
5.954619881068374809e-01
4.251084512091453105e-01
