timestamp,ecg_measurement,qrs_detected
3.533080232173619883e-01
5.787015439204868938e-01
5.850036904071814758e-01
5.702120157169421333e-01
5.555271825721499468e-01
5.844307831666635256e-01
5.807396731275316082e-01
5.523906181777922253e-01
5.915216169278947334e-01
5.972827520529007117e-01
5.443182613949060222e-01
5.197686882102462436e-01
5.931464480570427522e-01
5.956866229729798068e-01
5.676388213859537846e-01
5.137781439580795251e-01
5.702585340371881806e-01
6.022855080617525170e-01
5.981552156251923602e-01
5.954619881068387022e-01
4.251084512091455880e-01
