timestamp,ecg_measurement,qrs_detected
8905476,3.3235580921,0
8909356,3.3577711582,0
8913244,3.3479959964,0
8917124,3.3235580921,0
8920996,3.3479959964,0
8924880,3.4017596244,0
8928748,3.4261975288,0
8932636,3.4164223670,0
8936500,3.3773217201,0
8940380,3.3870968818,0
8944256,3.4310851097,0
8948136,3.4604105949,0
8952004,3.4457478523,0
8955888,3.4213099479,0
8959756,3.4164223670,0
8963644,3.4701857566,0
8967516,3.5043988227,0
8971400,3.4995112419,0
8975276,3.4652981758,0
8979164,3.4652981758,0
8983052,3.5043988227,0
8986924,3.5532746315,0
8990804,3.5532746315,0
8994684,3.5190615653,0
8998556,3.5141739845,0
9002444,3.5434994697,0
9006324,3.5923752784,0
9010212,3.6070380210,0
9014068,3.5728249549,0
9017948,3.5630497932,0
9021828,3.5826001167,0
9025700,3.6265885829,0
9029564,3.6314761638,0
9033452,3.5923752784,0
9037340,3.5483870506,0
9041212,3.5630497932,0
9045084,3.5874876976,0
9048964,3.5826001167,0
9052836,3.5288367271,0
9056720,3.4604105949,0
9060580,3.4310851097,0
9064460,3.4408602714,0
9068324,3.4261975288,0
9072204,3.3675463199,0
9076084,3.2746822834,0
9079972,3.2209188938,0
9083844,3.2013685703,0
9087716,3.1769306659,0
9091588,3.1036167144,0
9095480,2.9765396118,0
9099360,2.8739002227,0
9103232,2.8103616714,0
9107120,2.7419354915,0
9111004,2.6441838741,0
9114892,2.5073313713,0
9118772,2.3900294303,0
9122636,2.3118278980,0
9126508,2.2531769275,0
9130388,2.1652004718,0
9134268,2.0381231307,0
9138144,1.9208210945,0
9142012,1.8328446388,0
9145892,1.7693059444,0
9149776,1.6862169265,0
9153652,1.5738025665,0
9157520,1.4369501113,0
9161408,1.3391984701,0
9165292,1.2658846378,0
9169172,1.1827956390,0
9173040,1.0752688646,0
9176916,0.9481915473,0
9180796,0.8455523490,0
9184664,0.7771260738,0
9188532,0.7086998939,0
9192396,0.6060606002,0
9196244,0.4838709354,0
9200116,0.3812316703,0
9203988,0.3079178810,0
9207856,0.2394916772,0
9211724,0.1661779165,0
9215604,0.1026392936,0
9219484,0.0684261989,0
9223356,0.0391006832,0
9227212,0.0195503416,0
9231084,0.0048875851,0
9234948,0.0048875851,0
9238780,0.0000000000,0
9242540,0.0000000000,0
9246316,0.0000000000,0
9250100,0.0000000000,0
9253868,0.0000000000,0
9257644,0.0000000000,0
9261412,0.0000000000,0
9265180,0.0000000000,0
9268948,0.0000000000,0
9272716,0.0000000000,0
9276476,0.0000000000,0
9280244,0.0000000000,0
9284020,0.0000000000,0
9287804,0.0000000000,0
9291564,0.0000000000,0
9295340,0.0000000000,0
9299116,0.0000000000,0
9302884,0.0000000000,0
9306652,0.0000000000,0
9310428,0.0000000000,0
9314196,0.0000000000,0
9317972,0.0000000000,0
9321756,0.0000000000,0
9325516,0.0000000000,0
9329292,0.0000000000,0
9333068,0.0000000000,0
9336844,0.0000000000,0
9340620,0.0000000000,0
9344388,0.0000000000,0
9348156,0.0000000000,0
9351924,0.0000000000,0
9355700,0.0000000000,0
9359476,0.0000000000,0
9363244,0.0000000000,0
9367020,0.0000000000,0
9370804,0.0000000000,0
9374596,0.0097751703,0
9378428,0.0000000000,0
9382204,0.0000000000,0
9385972,0.0000000000,0
9389748,0.0000000000,0
9393516,0.0000000000,0
9397292,0.0000000000,0
9401060,0.0000000000,0
9404836,0.0000000000,0
9408604,0.0000000000,0
9412372,0.0000000000,0
9416156,0.0000000000,0
9419972,0.0146627559,0
9423844,0.0488758563,0
9427708,0.0782013654,0
9431572,0.0977517127,0
9435452,0.0782013654,0
9439316,0.0928641223,0
9443188,0.1564027309,0
9447060,0.2297165155,0
9450940,0.2785923719,0
9454820,0.2932551193,0
9458680,0.3128054618,0
9462548,0.3763440847,0
9466412,0.4398827075,0
9470276,0.4643206119,0
9474140,0.4740957736,0
9478004,0.4496578693,0
9481876,0.4643206119,0
9485736,0.5083088874,0
9489584,0.5278592109,0
9493452,0.5229716300,0
9497316,0.4887585639,0
9501188,0.4985337257,0
9505068,0.5376344203,0
9508932,0.5816226482,0
9512804,0.5816226482,0
9516668,0.5816226482,0
9520540,0.6011730194,0
9524412,0.6598240852,0
9528276,0.7135874748,0
9532148,0.7429130077,0
9536012,0.7575757503,0
9539884,0.7575757503,0
9543740,0.8015640258,0
9547596,0.8553275108,0
9551468,0.8797654151,0
9555340,0.8895405769,0
9559212,0.8699902534,0
9563076,0.8993157386,0
9566948,0.9433039665,0
9570820,0.9872922897,0
9574680,1.0410556793,0
9578540,1.1583577394,0
9582420,1.3929618644,0
9586304,1.7253177165,0
9590188,2.1114368438,0
9594076,2.4046921730,0
9597948,2.6001954078,0
9601820,2.5953078269,0
9605684,2.3851418495,0
9609560,1.9990224838,0
9613436,1.5151515007,0
9617316,1.0850440216,1
9621180,0.7917888641,0
9625052,0.6842619895,0
9628924,0.7086998939,0
9632784,0.7869012832,0
9636652,0.8944281578,0
9640512,1.0410556793,0
9644388,1.2170088291,0
9648264,1.3685239553,0
9652144,1.4565005302,0
9656016,1.4956011772,0
9659892,1.5395894050,0
9663760,1.5933528900,0
9667636,1.6471162796,0
9671508,1.6617790222,0
9675396,1.6373411178,0
9679284,1.6373411178,0
9683172,1.6520038604,0
9686020,1.6862169265,0
9690924,1.6813293457,0
9694812,1.6373411178,0
9698696,1.6129032135,0
9702576,1.6080156326,0
9706444,1.6373411178,0
9710332,1.6373411178,0
9714224,1.6129032135,0
9718108,1.5640274047,0
9721980,1.5689149856,0
9725856,1.6080156326,0
9729724,1.6177907943,0
9733600,1.5933528900,0
9737476,1.5689149856,0
9741356,1.5689149856,0
9745228,1.6080156326,0
9749108,1.6324535369,0
9752996,1.6177907943,0
9756876,1.5884653091,0
9760744,1.5933528900,0
9764604,1.6422286987,0
9768496,1.6813293457,0
9772380,1.6764417648,0
9776268,1.6471162796,0
9780148,1.6520038604,0
9784024,1.6862169265,0
9787912,1.7253177165,0
9791808,1.7253177165,0
9795688,1.7008798122,0
9799548,1.6911046504,0
9803424,1.7253177165,0
9807308,1.7693059444,0
9811188,1.7790811061,0
9815068,1.7497556209,0
9818944,1.7399804592,0
9822820,1.7546432018,0
9826692,1.7888562679,0
9830564,1.7888562679,0
9834436,1.7546432018,0
9838320,1.7155425548,0
9842208,1.7253177165,0
9846096,1.7448680400,0
9849948,1.7350928783,0
9853824,1.6862169265,0
9857704,1.6226783752,0
9861580,1.5835777282,0
9865460,1.5884653091,0
9869340,1.5542521476,0
9873224,1.4907135963,0
9877100,1.4173997879,0
9880988,1.3831867027,0
9884868,1.3880742835,0
9888732,1.3929618644,0
9892604,1.3636363744,0
9896492,1.3098728656,0
9900372,1.2903225421,0
9904252,1.3147605657,0
9908124,1.3489736318,0
9912012,1.3391984701,0
9915892,1.3147605657,0
9919772,1.3098728656,0
9923644,1.3440860509,0
9927492,1.3929618644,0
9931372,1.4076246261,0
9935252,1.3978494453,0
9939140,1.3880742835,0
9943012,1.4222873687,0
9946904,1.4760508537,0
9950772,1.5004887580,0
9954636,1.4809384346,0
9958512,1.4809384346,0
9962380,1.5053763389,0
9966260,1.5542521476,0
9970148,1.5835777282,0
9974036,1.5738025665,0
9977916,1.5640274047,0
9981780,1.5835777282,0
9985664,1.6324535369,0
9989540,1.6617790222,0
9993428,1.6520038604,0
9997292,1.6275659561,0
10001180,1.6422286987,0
10005100,1.6813293457,0
10009032,1.7155425548,0
10012952,1.7106549739,0
10016860,1.6813293457,0
10020780,1.6813293457,0
10024704,1.7399804592,0
10028620,1.7644183635,0
10032540,1.7595307826,0
10036464,1.7399804592,0
10040376,1.7253177165,0
10044292,1.7693059444,0
10048204,1.8035190582,0
10052120,1.8035190582,0
10056028,1.7644183635,0
10059948,1.7595307826,0
10063860,1.7986314296,0
10067780,1.8328446388,0
10071696,1.8377322196,0
10075620,1.8181818962,0
10079540,1.7888562679,0
10083460,1.8230694770,0
10087364,1.8817204475,0
10091288,1.8670577049,0
10095200,1.8377322196,0
10099124,1.8132943153,0
10103056,1.8426198005,0
10106956,1.8914956092,0
10110868,1.8914956092,0
10114792,1.8621701240,0
10118700,1.8328446388,0
10122620,1.8572825431,0
10126544,1.9012707710,0
10130452,1.9110459327,0
10134364,1.8817204475,0
10138284,1.8523949623,0
10142208,1.8670577049,0
10146120,1.9208210945,0
10150032,1.9403715133,0
10153952,1.9208210945,0
10157864,1.9012707710,0
10161772,1.9110459327,0
10165688,1.9648094177,0
10169600,1.9892473220,0
10173512,1.9696969985,0
10177424,1.9452590942,0
10181344,1.9696969985,0
10185260,2.0332355499,0
10189180,2.0723361968,0
10193100,2.0674486160,0
10197012,2.0381231307,0
10200916,2.0430107116,0
10204828,2.0967741012,0
10208732,2.1163244247,0
10212660,2.0967741012,0
10216564,2.0527858734,0
10220476,2.0332355499,0
10224396,2.0527858734,0
10228316,2.0625610351,0
10232228,2.0234603881,0
10236144,1.9550342559,0
10240056,1.9257086753,0
10243960,1.9452590942,0
10247872,1.9745845794,0
10251792,1.9648094177,0
10255704,1.9257086753,0
10259620,1.9159335136,0
10263532,1.9403715133,0
10267456,1.9794721603,0
10271376,1.9843597412,0
10275304,1.9501466751,0
10279224,1.9305962562,0
10283136,1.9696969985,0
10287044,2.0087976455,0
10290948,2.0136852264,0
10294872,1.9794721603,0
10298792,1.9501466751,0
10302712,1.9843597412,0
10306628,2.0381231307,0
10310524,2.1309874057,0
10314436,2.2238514423,0
10318364,2.4144673347,0
10322288,2.7468230724,0
10326204,3.1036167144,0
10330124,3.4457478523,0
10334036,3.6217007637,0
10337956,3.5483870506,0
10341868,3.2795698642,0
10345792,2.8592374801,0
10349692,2.3460409641,0
10353592,1.8719452857,1
10357508,1.5151515007,0
10361428,1.3489736318,0
10365352,1.3587487936,0
10369276,1.4418377876,0
10373188,1.5347018241,0
10377100,1.6275659561,0
10381024,1.7399804592,0
10384936,1.8621701240,0
10388848,1.9550342559,0
10392760,1.9892473220,0
10396664,1.9892473220,0
10400572,2.0136852264,0
10404492,2.0772237777,0
10408404,2.1309874057,0
10412316,2.1358749866,0
10416236,2.1212120056,0
10420148,2.1309874057,0
10424060,2.1847507953,0
10427980,2.2385141849,0
10431900,2.2434017658,0
10435820,2.2189638614,0
10439732,2.2238514423,0
10443652,2.2531769275,0
10447564,2.3020527362,0
10451476,2.3118278980,0
10455396,2.2873899936,0
10459316,2.2922775745,0
10463244,2.3216030597,0
10467148,2.3704788684,0
10471068,2.3851418495,0
10474996,2.3607037067,0
10478908,2.3509285449,0
10482828,2.3802542686,0
10486732,2.4242424964,0
10490652,2.4584555625,0
10494564,2.4144673347,0
10498484,2.3998045921,0
10502396,2.4340176582,0
10506308,2.4877810478,0
10510212,2.5122189521,0
10514136,2.4975562095,0
10518052,2.4780058860,0
10521956,2.5073313713,0
10525884,2.5708699226,0
10529788,2.6050829887,0
10533684,2.6001954078,0
10537580,2.5757575035,0
10541500,2.5953078269,0
10545420,2.6490714550,0
10549324,2.6637341976,0
10553244,2.6441838741,0
10557164,2.6050829887,0
10561076,2.6001954078,0
10564980,2.6344087123,0
10568900,2.6490714550,0
10572820,2.6050829887,0
10576708,2.5464320182,0
10580628,2.5122189521,0
10584540,2.5219941139,0
10588460,2.5171065330,0
10592372,2.4584555625,0
10596284,2.3655912876,0
10600204,2.3069403171,0
10604116,2.2678396701,0
10608028,2.2482893466,0
10611948,2.1847507953,0
10615860,2.1016616821,0
10619772,2.0576734542,0
10623684,2.0381231307,0
10627588,2.0430107116,0
10631500,2.0234603881,0
10635416,1.9745845794,0
10639328,1.9354838371,0
10643256,1.9550342559,0
10647176,1.9990224838,0
10651096,1.9990224838,0
10655016,1.9648094177,0
10658928,1.9501466751,0
10662840,1.9745845794,0
10666748,2.0332355499,0
10670660,2.0478982925,0
10674564,2.0234603881,0
10678480,1.9990224838,0
10682396,2.0283479690,0
10686292,2.0821113586,0
10690212,2.1065492630,0
10694124,2.0918865203,0
10698036,2.0576734542,0
10701956,2.0772237777,0
10705868,2.1309874057,0
10709780,2.1603128910,0
10713684,2.1358749866,0
10717596,2.1065492630,0
10721516,2.1260998249,0
10725428,2.1700880527,0
10729332,2.2043011188,0
10733244,2.1847507953,0
10737156,2.1505377292,0
10741076,2.1505377292,0
10744996,2.1945259571,0
10748916,2.2238514423,0
10752844,2.2140762805,0
10756748,2.1700880527,0
10760660,2.1700880527,0
10764556,2.1994135379,0
10768468,2.2434017658,0
10772380,2.2140762805,0
10776292,2.1749756336,0
10780212,2.1603128910,0
10784124,2.1994135379,0
10788044,2.2385141849,0
10791972,2.2238514423,0
10795892,2.1847507953,0
10799812,2.1749756336,0
10803732,2.1994135379,0
10807660,2.2434017658,0
10811572,2.2482893466,0
10815500,2.2043011188,0
10819404,2.1847507953,0
10823316,2.2091886997,0
10827236,2.2482893466,0
10831156,2.2531769275,0
10835084,2.2238514423,0
10839004,2.1896383762,0
10842932,2.2189638614,0
10846852,2.2776148319,0
10850772,2.2678396701,0
10854684,2.2385141849,0
10858588,2.2091886997,0
10862492,2.2385141849,0
10866412,2.2922775745,0
10870332,2.3167154788,0
10874252,2.3069403171,0
10878172,2.2825024127,0
10882088,2.3167154788,0
10886004,2.3900294303,0
10889908,2.4242424964,0
10893828,2.4242424964,0
10897740,2.4046921730,0
10901660,2.4437928199,0
10905564,2.5317692756,0
10909492,2.5806450843,0
10913404,2.5855326652,0
10917332,2.5659823417,0
10921252,2.5855326652,0
10925180,2.6490714550,0
10929084,2.6881721019,0
10933004,2.6735093593,0
10936924,2.6344087123,0
10940844,2.6197457313,0
10944772,2.6539590358,0
10948680,2.6832845211,0
10952596,2.6344087123,0
10956516,2.5708699226,0
10960428,2.5366568565,0
10964348,2.5610947608,0
10968260,2.5953078269,0
10972172,2.5806450843,0
10976076,2.5464320182,0
10979996,2.5366568565,0
