timestamp ecg beat_detected
536844208.0 1.9550342559 0
536848168.0 1.9501466751 0
536852128.0 1.9452590942 0
536856084.0 1.9403715133 0
536860052.0 1.9110459327 0
536864004.0 1.8866080284 0
536867944.0 1.8719452857 0
536871904.0 1.8719452857 0
536875872.0 1.8719452857 0
536879832.0 1.8572825431 0
536883796.0 1.8328446388 0
536887768.0 1.8279570579 0
536891724.0 1.8328446388 0
536895696.0 1.8426198005 0
536899644.0 1.8328446388 0
536903608.0 1.8181818962 0
536907572.0 1.8132943153 0
536911544.0 1.823069477 0
536915500.0 1.8328446388 0
536919468.0 1.823069477 0
536923424.0 1.808406639 0
536927364.0 1.8035190582 0
536931316.0 1.8181818962 0
536935288.0 1.8377322196 0
536939256.0 1.8279570579 0
536943216.0 1.8377322196 0
536947180.0 1.823069477 0
536951136.0 1.8426198005 0
536955088.0 1.8670577049 0
536959040.0 1.8670577049 0
536962984.0 1.862170124 0
536966936.0 1.862170124 0
536970892.0 1.8768328666 0
536974852.0 1.8914956092 0
536978816.0 1.8866080284 0
536982764.0 1.8768328666 0
536986728.0 1.8719452857 0
536990688.0 1.8963831901 0
536994644.0 1.8914956092 0
536998608.0 1.8963831901 0
537002568.0 1.8719452857 0
537006536.0 1.8670577049 0
537010492.0 1.8768328666 0
537014456.0 1.8963831901 0
537018416.0 1.8866080284 0
537022368.0 1.8719452857 0
537026336.0 1.8670577049 0
537030284.0 1.8817204475 0
537034244.0 1.8914956092 0
537038204.0 1.8914956092 0
537042164.0 1.8817204475 0
537046120.0 1.8719452857 0
537050076.0 1.8768328666 0
537054040.0 1.8866080284 0
537057992.0 1.8866080284 0
537061944.0 1.8719452857 0
537065908.0 1.8572825431 0
537069876.0 1.862170124 0
537073832.0 1.8719452857 0
537077796.0 1.8670577049 0
537081752.0 1.8475073814 0
537085708.0 1.8328446388 0
537089680.0 1.8377322196 0
537093648.0 1.8475073814 0
537097608.0 1.8475073814 0
537101568.0 1.8279570579 0
537105520.0 1.823069477 0
537109472.0 1.8377322196 0
537113440.0 1.8572825431 0
537117408.0 1.8670577049 0
537121360.0 1.8572825431 0
537125328.0 1.8523949623 0
537129296.0 1.8670577049 0
537133248.0 1.8963831901 0
537137204.0 1.9061583518 0
537141156.0 1.9110459327 0
537145128.0 1.9061583518 0
537149096.0 1.9208210945 0
537153056.0 1.9354838371 0
537157016.0 1.9403715133 0
537160976.0 1.9208210945 0
537164928.0 1.9061583518 0
537168876.0 1.8914956092 0
537172832.0 1.8866080284 0
537176780.0 1.8768328666 0
537180744.0 1.8523949623 0
537184712.0 1.8279570579 0
537188668.0 1.823069477 0
537192624.0 1.8279570579 0
537196580.0 1.8279570579 0
537200536.0 1.808406639 0
537204484.0 1.7986314296 0
537208444.0 1.7986314296 0
537212412.0 1.8181818962 0
537216380.0 1.8328446388 0
537220340.0 1.8181818962 0
537224300.0 1.8035190582 0
537228252.0 1.8035190582 0
537232204.0 1.823069477 0
537236160.0 1.8377322196 0
537240124.0 1.823069477 0
537244084.0 1.8181818962 0
537248056.0 1.808406639 0
537252000.0 1.8181818962 0
537255956.0 1.8328446388 0
537259916.0 1.8181818962 0
537263884.0 1.7986314296 0
537267844.0 1.783968687 0
537271796.0 1.7888562679 0
537275756.0 1.8181818962 0
537279728.0 1.862170124 0
537283680.0 1.9452590942 0
537287628.0 2.1114368438 0
537291596.0 2.3411533832 0
537295576.0 2.6246333122 0
537299552.0 2.8983383178 0
537303508.0 3.0938415527 0
537307468.0 3.1036167144 0
537311432.0 2.9374389648 0
537315388.0 2.6441838741 0
537319348.0 2.272727251 0
537323308.0 1.9110459327 0
537327268.0 1.6275659561 0
537331240.0 1.4565005302 1
537335188.0 1.3880742835 0
537339148.0 1.378299117 0
537343108.0 1.3978494453 0
537347068.0 1.4467253684 0
537351036.0 1.5151515007 0
537354988.0 1.5835777282 0
537358948.0 1.6275659561 0
537362916.0 1.6373411178 0
537366884.0 1.6568914413 0
537370848.0 1.6715541839 0
537374804.0 1.6959922313 0
537378764.0 1.6959922313 0
537382732.0 1.6911046504 0
537386696.0 1.6862169265 0
537390664.0 1.7008798122 0
537394620.0 1.7204301357 0
537398584.0 1.7302052974 0
537402544.0 1.7106549739 0
537406500.0 1.7106549739 0
537410456.0 1.7253177165 0
537414420.0 1.7546432018 0
537418384.0 1.74486804 0
537422332.0 1.7350928783 0
537426292.0 1.7350928783 0
537430256.0 1.7497556209 0
537434208.0 1.7790811061 0
