timestamp ecg beat_detected
2357558380.0 1.5444769859 0
2357562388.0 1.4760508537 0
2357566380.0 1.4173997879 0
2357570388.0 1.3636363744 0
2357574396.0 1.3049852848 0
2357578396.0 1.2414467334 0
2357582404.0 1.1925709247 0
2357586404.0 1.2023460865 0
2357590404.0 1.2805473804 0
2357594404.0 1.4222873687 0
2357598412.0 1.5982404708 0
2357602404.0 1.7595307826 0
2357606412.0 1.8377322196 0
2357610416.0 1.8279570579 0
2357614412.0 1.7644183635 0
2357618424.0 1.7008798122 0
2357622420.0 1.6471162796 0
2357626440.0 1.6080156326 0
2357630436.0 1.5835777282 0
2357634444.0 1.5738025665 0
2357638444.0 1.5982404708 0
2357642436.0 1.6911046504 0
2357646432.0 1.8719452857 0
2357650428.0 2.1016616821 0
2357654436.0 2.3607037067 0
2357658428.0 2.5806450843 0
2357662420.0 2.7077224254 0
2357666420.0 2.6441838741 0
2357670428.0 2.4242424964 0
2357674428.0 2.0918865203 0
2357678420.0 1.7350928783 0
2357682420.0 1.4467253684 0
2357686428.0 1.2707722187 0
2357690428.0 1.1925709247 0
2357694420.0 1.1925709247 0
2357698420.0 1.2267839908 0
2357702412.0 1.3000977039 0
2357706396.0 1.378299117 0
2357710400.0 1.4565005302 0
2357714388.0 1.5053763389 0
2357718388.0 1.5347018241 0
2357722388.0 1.5640274047 0
2357726380.0 1.5982404708 0
2357730364.0 1.6324535369 0
2357734364.0 1.6324535369 0
2357738372.0 1.6373411178 0
2357742380.0 1.6471162796 0
2357746392.0 1.6715541839 0
2357750396.0 1.6813293457 0
2357754404.0 1.6813293457 0
2357758424.0 1.6715541839 0
2357762428.0 1.6764417648 0
2357766436.0 1.6911046504 0
2357770432.0 1.7008798122 0
2357774424.0 1.7008798122 0
2357778412.0 1.6911046504 0
2357782404.0 1.6959922313 0
2357786416.0 1.7155425548 0
2357790424.0 1.7302052974 0
2357794424.0 1.7302052974 0
2357798424.0 1.7204301357 0
2357802424.0 1.7253177165 0
2357806432.0 1.7399804592 0
2357810432.0 1.7497556209 0
2357814440.0 1.7399804592 0
2357818432.0 1.7302052974 0
2357822424.0 1.7399804592 0
2357826420.0 1.7546432018 0
2357830420.0 1.7693059444 0
2357834420.0 1.7741935253 0
2357838428.0 1.7595307826 0
2357842428.0 1.783968687 0
2357846424.0 1.7888562679 0
2357850428.0 1.8035190582 0
2357854424.0 1.8035190582 0
2357858412.0 1.8035190582 0
2357862412.0 1.8181818962 0
2357866416.0 1.8426198005 0
2357870408.0 1.8670577049 0
2357874408.0 1.8719452857 0
2357878416.0 1.8719452857 0
2357882420.0 1.8768328666 0
2357886424.0 1.8963831901 0
2357890424.0 1.901270771 0
2357894416.0 1.8963831901 0
2357898412.0 1.8866080284 0
2357902396.0 1.8817204475 0
2357906388.0 1.8963831901 0
2357910396.0 1.901270771 0
2357914388.0 1.8914956092 0
2357918392.0 1.8719452857 0
2357922400.0 1.8670577049 0
2357926400.0 1.8719452857 0
2357930408.0 1.8572825431 0
2357934416.0 1.8279570579 0
2357938412.0 1.7937438488 0
2357942420.0 1.7644183635 0
2357946424.0 1.74486804 0
2357950408.0 1.7155425548 0
2357954412.0 1.666666603 0
2357958416.0 1.6226783752 0
2357962420.0 1.5884653091 0
2357966420.0 1.5738025665 0
2357970420.0 1.5542521476 0
2357974428.0 1.5053763389 0
2357978432.0 1.4809384346 0
2357982440.0 1.4662756919 0
2357986448.0 1.4565005302 0
2357990436.0 1.4516129493 0
2357994436.0 1.4418377876 0
2357998444.0 1.4320625305 0
2358002444.0 1.4320625305 0
2358006444.0 1.4467253684 0
2358010452.0 1.4613881111 0
2358014472.0 1.4613881111 0
2358018488.0 1.4662756919 0
2358022496.0 1.4711632728 0
2358026504.0 1.4956011772 0
2358030500.0 1.5151515007 0
2358034492.0 1.5102639198 0
2358038484.0 1.5102639198 0
2358042484.0 1.5200390815 0
2358046476.0 1.539589405 0
2358050468.0 1.5542521476 0
2358054476.0 1.5493645668 0
2358058484.0 1.5444769859 0
2358062492.0 1.5542521476 0
2358066500.0 1.5689149856 0
2358070500.0 1.5689149856 0
2358074508.0 1.5493645668 0
2358078512.0 1.5249266624 0
2358082508.0 1.5151515007 0
2358086508.0 1.5200390815 0
2358090500.0 1.5151515007 0
2358094500.0 1.5053763389 0
2358098504.0 1.4858260154 0
2358102504.0 1.4858260154 0
2358106500.0 1.500488758 0
2358110488.0 1.4858260154 0
2358114484.0 1.4711632728 0
2358118488.0 1.4516129493 0
2358122488.0 1.4516129493 0
2358126492.0 1.4613881111 0
2358130504.0 1.4662756919 0
2358134512.0 1.4516129493 0
2358138516.0 1.4320625305 0
2358142516.0 1.4271749496 0
2358146528.0 1.4369501113 0
2358150536.0 1.4369501113 0
