timestamp ecg beat_detected
1078049724.0 2.5904202461 0
1078053724.0 2.5513195991 0
1078057732.0 2.4926686286 0
1078061732.0 2.4095797538 0
1078065732.0 2.3509285449 0
1078069732.0 2.311827898 0
1078073732.0 2.272727251 0
1078077732.0 2.2287390232 0
1078081732.0 2.1798632144 0
1078085732.0 2.1456501483 0
1078089724.0 2.1358749866 0
1078093724.0 2.1212120056 0
1078097724.0 2.0918865203 0
1078101716.0 2.067448616 0
1078105708.0 2.0430107116 0
1078109700.0 2.0478982925 0
1078113692.0 2.0527858734 0
1078117692.0 2.0430107116 0
1078121684.0 2.028347969 0
1078125668.0 2.0332355499 0
1078129660.0 2.0185728073 0
1078133652.0 2.0136852264 0
1078137656.0 1.9941349029 0
1078141656.0 1.9648094177 0
1078145656.0 1.9452590942 0
1078149656.0 1.9403715133 0
1078153664.0 1.9354838371 0
1078157672.0 1.9208210945 0
1078161660.0 1.9110459327 0
1078165672.0 1.9061583518 0
1078169672.0 1.9257086753 0
1078173664.0 1.9305962562 0
1078177664.0 1.9208210945 0
1078181660.0 1.9110459327 0
1078185664.0 1.9208210945 0
1078189664.0 1.9452590942 0
1078193664.0 1.9599218368 0
1078197672.0 1.9599218368 0
1078201672.0 1.9501466751 0
1078205672.0 1.9501466751 0
1078209680.0 1.9599218368 0
1078213676.0 1.9599218368 0
1078217672.0 1.9501466751 0
1078221680.0 1.9403715133 0
1078225688.0 1.9354838371 0
1078229696.0 1.9550342559 0
1078233696.0 1.9550342559 0
1078237696.0 1.9305962562 0
1078241692.0 1.8817204475 0
1078245692.0 1.8768328666 0
1078249704.0 1.9159335136 0
1078253712.0 1.989247322 0
1078257708.0 2.106549263 0
1078261700.0 2.2825024127 0
1078265700.0 2.5219941139 0
1078269708.0 2.8054740905 0
1078273700.0 3.0498533248 0
1078277700.0 3.1329424381 0
1078281708.0 3.0009775161 0
1078285700.0 2.722385168 0
1078289700.0 2.3460409641 0
1078293696.0 1.9550342559 0
1078297684.0 1.6275659561 0
1078301684.0 1.4076246261 0
1078305684.0 1.3049852848 0
1078309684.0 1.3147605657 0
1078313684.0 1.3685239553 0
1078317692.0 1.4222873687 0
1078321696.0 1.4858260154 0
1078325692.0 1.5542521476 0
1078329704.0 1.6226783752 0
1078333708.0 1.6520038604 0
1078337712.0 1.6715541839 0
1078341708.0 1.666666603 0
1078345700.0 1.6764417648 0
1078349708.0 1.7057673931 0
1078353720.0 1.7253177165 0
1078357728.0 1.7302052974 0
1078361720.0 1.7302052974 0
1078365720.0 1.7399804592 0
1078369716.0 1.7644183635 0
1078373724.0 1.7741935253 0
1078377732.0 1.7693059444 0
1078381732.0 1.7595307826 0
1078385724.0 1.7595307826 0
1078389716.0 1.7741935253 0
1078393724.0 1.7986314296 0
1078397724.0 1.7888562679 0
1078401724.0 1.783968687 0
1078405716.0 1.783968687 0
1078409708.0 1.7937438488 0
1078413708.0 1.8035190582 0
1078417700.0 1.8035190582 0
1078421692.0 1.7986314296 0
1078425692.0 1.7986314296 0
1078429692.0 1.8181818962 0
1078433700.0 1.8328446388 0
1078437708.0 1.8328446388 0
1078441708.0 1.823069477 0
1078445704.0 1.8279570579 0
1078449704.0 1.8475073814 0
1078453704.0 1.8572825431 0
1078457712.0 1.8572825431 0
1078461720.0 1.8572825431 0
1078465728.0 1.862170124 0
1078469716.0 1.8768328666 0
1078473720.0 1.8963831901 0
1078477720.0 1.8963831901 0
1078481716.0 1.8817204475 0
1078485716.0 1.8866080284 0
1078489708.0 1.901270771 0
1078493704.0 1.9061583518 0
1078497704.0 1.901270771 0
1078501692.0 1.8914956092 0
1078505696.0 1.8963831901 0
1078509692.0 1.9110459327 0
1078513700.0 1.9061583518 0
1078517692.0 1.8914956092 0
1078521692.0 1.8768328666 0
1078525696.0 1.8719452857 0
1078529692.0 1.8817204475 0
1078533692.0 1.8817204475 0
1078537696.0 1.862170124 0
1078541696.0 1.8426198005 0
1078545684.0 1.823069477 0
1078549680.0 1.8279570579 0
1078553668.0 1.7986314296 0
1078557668.0 1.7595307826 0
1078561672.0 1.7155425548 0
1078565672.0 1.6813293457 0
1078569676.0 1.6617790222 0
1078573676.0 1.6373411178 0
1078577684.0 1.6031280517 0
1078581684.0 1.5640274047 0
1078585676.0 1.539589405 0
1078589668.0 1.539589405 0
1078593660.0 1.5249266624 0
1078597668.0 1.5102639198 0
1078601664.0 1.4956011772 0
1078605672.0 1.4956011772 0
1078609676.0 1.5102639198 0
1078613676.0 1.5249266624 0
1078617684.0 1.5249266624 0
1078621684.0 1.5200390815 0
1078625668.0 1.5249266624 0
1078629668.0 1.5542521476 0
1078633676.0 1.5738025665 0
1078637668.0 1.5835777282 0
1078641676.0 1.5738025665 0
1078645668.0 1.5786901473 0
1078649668.0 1.6031280517 0
1078653668.0 1.6177907943 0
1078657672.0 1.6226783752 0
1078661680.0 1.6226783752 0
1078665684.0 1.6373411178 0
1078669692.0 1.6617790222 0
1078673700.0 1.6813293457 0
1078677708.0 1.6813293457 0
1078681716.0 1.6813293457 0
1078685724.0 1.6862169265 0
1078689728.0 1.7008798122 0
1078693720.0 1.7155425548 0
1078697728.0 1.7106549739 0
1078701728.0 1.7008798122 0
1078705720.0 1.7057673931 0
1078709728.0 1.7253177165 0
1078713736.0 1.7302052974 0
1078717728.0 1.7253177165 0
1078721736.0 1.7155425548 0
1078725736.0 1.7253177165 0
1078729748.0 1.7399804592 0
1078733740.0 1.7546432018 0
1078737740.0 1.7546432018 0
1078741744.0 1.74486804 0
1078745728.0 1.74486804 0
1078749716.0 1.7693059444 0
1078753716.0 1.7790811061 0
1078757708.0 1.7644183635 0
1078761716.0 1.7546432018 0
1078765724.0 1.7546432018 0
1078769716.0 1.7644183635 0
1078773716.0 1.7644183635 0
1078777728.0 1.7497556209 0
1078781728.0 1.7302052974 0
1078785720.0 1.7302052974 0
1078789712.0 1.7497556209 0
1078793708.0 1.7595307826 0
1078797712.0 1.7497556209 0
1078801712.0 1.7399804592 0
1078805712.0 1.74486804 0
1078809684.0 1.7546432018 0
1078813676.0 1.7693059444 0
1078817676.0 1.7644183635 0
1078821680.0 1.7497556209 0
1078825680.0 1.74486804 0
1078829660.0 1.7546432018 0
1078833660.0 1.7644183635 0
1078837668.0 1.7595307826 0
1078841668.0 1.7546432018 0
1078845668.0 1.7546432018 0
1078849668.0 1.7741935253 0
1078853676.0 1.783968687 0
1078857668.0 1.7888562679 0
1078861668.0 1.783968687 0
1078865660.0 1.7741935253 0
1078869672.0 1.7888562679 0
1078873676.0 1.7986314296 0
1078877676.0 1.7888562679 0
1078881684.0 1.7693059444 0
1078885684.0 1.7595307826 0
1078889684.0 1.7644183635 0
1078893692.0 1.7644183635 0
1078897700.0 1.7546432018 0
1078901692.0 1.7350928783 0
1078905696.0 1.7302052974 0
1078909692.0 1.7350928783 0
1078913696.0 1.7399804592 0
1078917696.0 1.74486804 0
1078921688.0 1.7155425548 0
1078925688.0 1.7155425548 0
1078929696.0 1.7302052974 0
1078933696.0 1.7399804592 0
1078937684.0 1.7350928783 0
1078941680.0 1.7302052974 0
1078945672.0 1.7399804592 0
1078949668.0 1.7644183635 0
1078953676.0 1.7693059444 0
1078957676.0 1.7693059444 0
1078961680.0 1.74486804 0
1078965660.0 1.7546432018 0
1078969664.0 1.7790811061 0
1078973652.0 1.7986314296 0
1078977660.0 1.8035190582 0
1078981652.0 1.8181818962 0
1078985656.0 1.808406639 0
1078989636.0 1.823069477 0
1078993632.0 1.8279570579 0
1078997628.0 1.8181818962 0
1079001636.0 1.7937438488 0
1079005648.0 1.7888562679 0
1079009652.0 1.7888562679 0
1079013652.0 1.7888562679 0
1079017660.0 1.7644183635 0
1079021664.0 1.7399804592 0
1079025652.0 1.7350928783 0
1079029656.0 1.7497556209 0
1079033656.0 1.74486804 0
1079037636.0 1.7350928783 0
1079041640.0 1.7253177165 0
1079045648.0 1.7253177165 0
1079049652.0 1.7350928783 0
1079053656.0 1.74486804 0
1079057648.0 1.7399804592 0
1079061644.0 1.7350928783 0
1079065644.0 1.74486804 0
1079069620.0 1.7546432018 0
1079073620.0 1.7693059444 0
1079077612.0 1.7644183635 0
1079081620.0 1.7546432018 0
1079085620.0 1.7546432018 0
1079089620.0 1.7693059444 0
1079093620.0 1.7790811061 0
1079097612.0 1.7595307826 0
1079101616.0 1.7497556209 0
1079105604.0 1.7546432018 0
1079109600.0 1.8181818962 0
1079113608.0 1.9305962562 0
1079117604.0 2.0869989395 0
1079121596.0 2.3020527362 0
1079125596.0 2.5708699226 0
1079129596.0 2.8445747375 0
1079133604.0 3.0107526779 0
1079137596.0 2.9618768692 0
1079141608.0 2.7321603298 0
1079145612.0 2.3949170112 0
1079149616.0 2.0136852264 0
1079153616.0 1.6862169265 0
1079157620.0 1.4418377876 0
1079161628.0 1.3049852848 1
1079165628.0 1.2756597995 0
1079169628.0 1.3196481466 0
1079173636.0 1.378299117 0
1079177640.0 1.4369501113 0
1079181648.0 1.4907135963 0
1079185644.0 1.539589405 0
1079189636.0 1.5884653091 0
1079193636.0 1.6226783752 0
1079197636.0 1.6324535369 0
1079201644.0 1.6422286987 0
1079205652.0 1.6471162796 0
1079209664.0 1.6715541839 0
1079213668.0 1.6911046504 0
1079217664.0 1.7008798122 0
1079221660.0 1.6911046504 0
1079225656.0 1.7008798122 0
1079229648.0 1.7155425548 0
1079233648.0 1.7253177165 0
1079237660.0 1.7253177165 0
1079241664.0 1.7253177165 0
1079245668.0 1.7350928783 0
1079249668.0 1.7546432018 0
1079253668.0 1.7644183635 0
1079257676.0 1.7644183635 0
1079261684.0 1.7595307826 0
1079265684.0 1.7693059444 0
1079269688.0 1.7888562679 0
1079273696.0 1.808406639 0
1079277676.0 1.8035190582 0
1079281676.0 1.808406639 0
1079285652.0 1.823069477 0
1079289648.0 1.8426198005 0
1079293648.0 1.8572825431 0
1079297652.0 1.8523949623 0
1079301656.0 1.8572825431 0
1079305664.0 1.8572825431 0
1079309668.0 1.8866080284 0
1079313664.0 1.8866080284 0
1079317660.0 1.8866080284 0
1079321652.0 1.8817204475 0
1079325648.0 1.8963831901 0
1079329648.0 1.9208210945 0
1079333648.0 1.9452590942 0
1079337648.0 1.9550342559 0
1079341648.0 1.9550342559 0
1079345648.0 1.9648094177 0
1079349648.0 1.989247322 0
1079353648.0 1.9990224838 0
1079357648.0 1.989247322 0
1079361640.0 1.9794721603 0
1079365644.0 1.9843597412 0
1079369648.0 1.9941349029 0
1079373648.0 1.9990224838 0
1079377648.0 1.989247322 0
1079381648.0 1.9696969985 0
1079385648.0 1.9648094177 0
1079389648.0 1.9648094177 0
1079393644.0 1.9696969985 0
1079397648.0 1.9501466751 0
1079401648.0 1.9159335136 0
1079405648.0 1.901270771 0
1079409632.0 1.8963831901 0
1079413628.0 1.8768328666 0
1079417632.0 1.8377322196 0
1079421636.0 1.7888562679 0
1079425640.0 1.7497556209 0
1079429640.0 1.7204301357 0
1079433636.0 1.7057673931 0
1079437644.0 1.6764417648 0
1079441644.0 1.6422286987 0
1079445648.0 1.6226783752 0
1079449648.0 1.6080156326 0
1079453636.0 1.6031280517 0
1079457636.0 1.5884653091 0
1079461636.0 1.5738025665 0
1079465636.0 1.5738025665 0
1079469640.0 1.59335289 0
1079473632.0 1.6080156326 0
1079477628.0 1.6129032135 0
1079481640.0 1.6129032135 0
1079485644.0 1.6275659561 0
1079489644.0 1.6568914413 0
1079493652.0 1.6813293457 0
1079497656.0 1.6911046504 0
1079501644.0 1.6764417648 0
1079505644.0 1.6959922313 0
1079509656.0 1.7155425548 0
1079513664.0 1.7302052974 0
1079517656.0 1.7302052974 0
1079521656.0 1.7302052974 0
1079525648.0 1.7399804592 0
1079529644.0 1.7595307826 0
1079533640.0 1.7888562679 0
1079537628.0 1.7741935253 0
1079541636.0 1.7693059444 0
1079545636.0 1.7741935253 0
1079549644.0 1.7937438488 0
1079553656.0 1.8035190582 0
1079557652.0 1.7986314296 0
1079561652.0 1.7888562679 0
1079565652.0 1.7937438488 0
1079569664.0 1.808406639 0
1079573652.0 1.8132943153 0
1079577660.0 1.8132943153 0
1079581660.0 1.7986314296 0
1079585668.0 1.7986314296 0
1079589672.0 1.808406639 0
1079593664.0 1.8279570579 0
1079597660.0 1.8035190582 0
1079601652.0 1.7937438488 0
1079605660.0 1.7937438488 0
1079609672.0 1.808406639 0
1079613652.0 1.8132943153 0
1079617660.0 1.8035190582 0
1079621660.0 1.783968687 0
1079625644.0 1.7790811061 0
1079629636.0 1.7888562679 0
1079633636.0 1.7937438488 0
1079637644.0 1.7790811061 0
1079641644.0 1.7693059444 0
1079645644.0 1.7693059444 0
1079649644.0 1.783968687 0
1079653636.0 1.7888562679 0
1079657636.0 1.7790811061 0
1079661628.0 1.783968687 0
1079665620.0 1.7741935253 0
1079669628.0 1.7937438488 0
1079673636.0 1.8035190582 0
1079677628.0 1.7986314296 0
1079681636.0 1.7888562679 0
1079685636.0 1.7937438488 0
1079689648.0 1.808406639 0
1079693628.0 1.8132943153 0
1079697636.0 1.8035190582 0
1079701636.0 1.7888562679 0
1079705644.0 1.7888562679 0
1079709640.0 1.808406639 0
1079713628.0 1.8035190582 0
1079717620.0 1.7937438488 0
1079721628.0 1.7790811061 0
1079725620.0 1.7741935253 0
1079729628.0 1.783968687 0
1079733628.0 1.7888562679 0
1079737628.0 1.783968687 0
1079741628.0 1.7741935253 0
1079745628.0 1.7741935253 0
1079749628.0 1.7888562679 0
1079753628.0 1.8035190582 0
1079757628.0 1.7790811061 0
1079761620.0 1.7741935253 0
1079765628.0 1.7790811061 0
1079769628.0 1.7937438488 0
1079773628.0 1.7986314296 0
1079777632.0 1.7888562679 0
1079781628.0 1.7741935253 0
1079785636.0 1.7741935253 0
1079789636.0 1.7937438488 0
1079793640.0 1.808406639 0
1079797620.0 1.8035190582 0
1079801612.0 1.783968687 0
1079805604.0 1.7888562679 0
1079809616.0 1.8035190582 0
1079813604.0 1.8132943153 0
1079817616.0 1.808406639 0
1079821600.0 1.808406639 0
1079825584.0 1.808406639 0
1079829568.0 1.8279570579 0
1079833560.0 1.8426198005 0
1079837552.0 1.8426198005 0
1079841544.0 1.8377322196 0
1079845552.0 1.862170124 0
1079849552.0 1.8719452857 0
1079853556.0 1.8914956092 0
1079857556.0 1.8914956092 0
1079861556.0 1.8817204475 0
1079865556.0 1.8817204475 0
1079869556.0 1.8914956092 0
1079873556.0 1.8963831901 0
1079877548.0 1.8768328666 0
1079881552.0 1.8475073814 0
1079885548.0 1.8328446388 0
1079889548.0 1.8181818962 0
1079893556.0 1.823069477 0
1079897556.0 1.7888562679 0
1079901556.0 1.7644183635 0
1079905564.0 1.7546432018 0
1079909564.0 1.7644183635 0
1079913564.0 1.7741935253 0
1079917564.0 1.7644183635 0
1079921572.0 1.7546432018 0
1079925572.0 1.7546432018 0
1079929572.0 1.7693059444 0
1079933572.0 1.7741935253 0
1079937580.0 1.7644183635 0
1079941588.0 1.7595307826 0
1079945588.0 1.7595307826 0
1079949588.0 1.7741935253 0
1079953596.0 1.7790811061 0
1079957588.0 1.7693059444 0
1079961580.0 1.7595307826 0
1079965580.0 1.7644183635 0
1079969588.0 1.7741935253 0
1079973596.0 1.7693059444 0
1079977600.0 1.7497556209 0
1079981600.0 1.74486804 0
1079985592.0 1.7790811061 0
1079989592.0 1.8670577049 0
1079993580.0 2.0234603881 0
1079997580.0 2.1994135379 0
1080001584.0 2.4437928199 0
1080005580.0 2.7126100063 0
1080009572.0 2.9423265457 0
1080013584.0 2.9912023544 0
1080017580.0 2.8347995758 0
1080021580.0 2.5317692756 0
1080025588.0 2.1554253101 0
1080029596.0 1.8035190582 0
1080033588.0 1.5200390815 0
1080037572.0 1.3343108892 0
1080041564.0 1.2512218952 1
1080045564.0 1.2609970569 0
1080049556.0 1.3196481466 0
1080053564.0 1.3929618644 0
1080057568.0 1.4565005302 0
1080061556.0 1.5053763389 0
1080065556.0 1.5542521476 0
1080069568.0 1.59335289 0
1080073564.0 1.6275659561 0
1080077572.0 1.6520038604 0
1080081572.0 1.6373411178 0
1080085572.0 1.6471162796 0
1080089584.0 1.6715541839 0
1080093588.0 1.6911046504 0
1080097588.0 1.6959922313 0
1080101588.0 1.6959922313 0
1080105596.0 1.7057673931 0
1080109600.0 1.7253177165 0
1080113604.0 1.7350928783 0
1080117604.0 1.7350928783 0
1080121604.0 1.7350928783 0
1080125616.0 1.74486804 0
1080129588.0 1.7741935253 0
1080133588.0 1.7888562679 0
1080137592.0 1.7888562679 0
