74519396.0 1.7595307826 0
74523316.0 1.7693059444 0
74527236.0 1.7693059444 0
74531156.0 1.7595307826 0
74535088.0 1.7497556209 0
74539000.0 1.7497556209 0
74542908.0 1.7546432018 0
74546824.0 1.7595307826 0
74550740.0 1.7546432018 0
74554664.0 1.74486804 0
74558568.0 1.74486804 0
74562472.0 1.7497556209 0
74566388.0 1.7546432018 0
74570308.0 1.7644183635 0
74574240.0 1.74486804 0
74578152.0 1.7497556209 0
74582064.0 1.7595307826 0
74585980.0 1.7693059444 0
74589892.0 1.7693059444 0
74593812.0 1.7644183635 0
74597732.0 1.7595307826 0
74601652.0 1.7741935253 0
74605580.0 1.783968687 0
74609492.0 1.7790811061 0
74613412.0 1.7790811061 0
74617332.0 1.7790811061 0
74621252.0 1.7986314296 0
74625188.0 1.8035190582 0
74629100.0 1.8035190582 0
74633012.0 1.7986314296 0
74636932.0 1.8035190582 0
74640836.0 1.8181818962 0
74644760.0 1.8377322196 0
74648680.0 1.8426198005 0
74652584.0 1.8426198005 0
74656504.0 1.8426198005 0
74660416.0 1.8475073814 0
74664336.0 1.8572825431 0
74668264.0 1.8523949623 0
74672180.0 1.8328446388 0
74676100.0 1.823069477 0
74680016.0 1.808406639 0
74683916.0 1.7986314296 0
74687836.0 1.7888562679 0
74691756.0 1.7644183635 0
74695684.0 1.74486804 0
74699584.0 1.7399804592 0
74703504.0 1.7399804592 0
74707424.0 1.7350928783 0
74711340.0 1.7350928783 0
74715264.0 1.7302052974 0
74719176.0 1.7302052974 0
74723096.0 1.7399804592 0
74727016.0 1.74486804 0
74730916.0 1.7350928783 0
74734832.0 1.7253177165 0
74738744.0 1.7253177165 0
74742664.0 1.7302052974 0
74746576.0 1.7302052974 0
74750484.0 1.7204301357 0
74754408.0 1.7106549739 0
74758328.0 1.7057673931 0
74762252.0 1.7253177165 0
74766172.0 1.7057673931 0
74770100.0 1.6911046504 0
74774020.0 1.6959922313 0
74777952.0 1.7497556209 0
74781864.0 1.8719452857 0
74785772.0 2.0527858734 0
74789692.0 2.3020527362 0
74793604.0 2.6050829887 0
74797520.0 2.9276638031 0
74801448.0 3.1867058277 0
74805364.0 3.2551319599 0
74809284.0 3.0889539718 0
74813200.0 2.7174975872 0
74817124.0 2.2043011188 0
74821040.0 1.7155425548 0
74824968.0 1.3391984701 0
74828868.0 1.1045943498 0
74832760.0 1.0068426132 0
74836672.0 1.0166177749 0
74840588.0 1.0850440216 0
74844500.0 1.1925709247 0
74848420.0 1.295210123 0
74852336.0 1.3734115362 0
74856260.0 1.4418377876 0
74860188.0 1.500488758 0
74864092.0 1.5444769859 0
74868012.0 1.5786901473 0
74871916.0 1.5982404708 0
74875820.0 1.6177907943 0
74879732.0 1.6471162796 0
74883668.0 1.6764417648 0
74887588.0 1.7057673931 0
74891520.0 1.7253177165 0
74895448.0 1.7302052974 0
74899360.0 1.7497556209 0
74903276.0 1.7790811061 0
74907196.0 1.7937438488 0
74911124.0 1.8035190582 0
74915040.0 1.808406639 0
74918948.0 1.8181818962 0
74922860.0 1.8328446388 0
74926788.0 1.8475073814 0
74930700.0 1.8523949623 0
74934632.0 1.8670577049 0
74938548.0 1.8768328666 0
74942476.0 1.8817204475 0
74946392.0 1.8963831901 0
74950308.0 1.901270771 0
74954228.0 1.901270771 0
74958152.0 1.9061583518 0
74962080.0 1.9208210945 0
74965992.0 1.9354838371 0
74969912.0 1.9452590942 0
74973832.0 1.9452590942 0
74977744.0 1.9648094177 0
74981664.0 1.9745845794 0
74985576.0 1.9941349029 0
74989484.0 2.0039100646 0
74993388.0 2.0039100646 0
74997292.0 2.0136852264 0
75001212.0 2.0381231307 0
75005132.0 2.0576734542 0
75009052.0 2.0772237777 0
75012964.0 2.0723361968 0
75016876.0 2.0821113586 0
75020804.0 2.0967741012 0
75024708.0 2.1114368438 0
75028636.0 2.1114368438 0
75032556.0 2.106549263 0
75036476.0 2.106549263 0
75040396.0 2.1114368438 0
75044324.0 2.1114368438 0
75048252.0 2.106549263 0
75052172.0 2.0918865203 0
75056084.0 2.0723361968 0
75060004.0 2.0625610351 0
75063908.0 2.0576734542 0
75067828.0 2.0381231307 0
75071740.0 2.0087976455 0
75075648.0 1.9745845794 0
75079560.0 1.9501466751 0
75083480.0 1.9208210945 0
75087388.0 1.8914956092 0
75091308.0 1.8523949623 0
