7101604;1.4125122070
7105976;1.4907135963
7109856;1.7448680400
7113716;1.7790811061
7117596;1.6031280517
7121476;1.4076246261
7125364;1.4418377876
7129248;1.6862169265
7133116;1.7546432018
7137000;1.5933528900
7140880;1.3685239553
7144764;1.3489736318
7148644;1.5786901473
7152516;1.6813293457
7156404;1.5347018241
7160284;1.3098728656
7164160;1.2267839908
7168036;1.4418377876
7171908;1.5640274047
7175784;1.4516129493
7179668;1.2267839908
7183544;1.1094819307
7187412;1.2756597995
7191292;1.4467253684
7195176;1.3734115362
7199060;1.1632453203
7202936;1.0166177749
7206808;1.1485825777
7210696;1.3587487936
7214580;1.3343108892
7218456;1.1485825777
7222332;0.9775171279
7226192;1.0899316024
7230060;1.3147605657
7233944;1.3391984701
7237820;1.1779080629
7241680;1.0068426132
7245552;1.0703812837
7249428;1.3294233083
7253308;1.4125122070
7257172;1.2805473804
7261024;1.0899316024
7264896;1.0948191833
7268772;1.3489736318
7272660;1.4613881111
7275520;1.3391984701
7280416;1.1339198350
7284292;1.0850440216
7288156;1.2952101230
7292020;1.4467253684
7295900;1.3489736318
7299784;1.1339198350
7303664;1.0361680984
7307540;1.2267839908
7311408;1.4222873687
7315284;1.3636363744
7319168;1.1925709247
7323032;1.0410556793
7326908;1.2023460865
7330776;1.4369501113
7334660;1.4125122070
7338540;1.2414467334
7342416;1.0801564407
7346268;1.1925709247
7350140;1.4418377876
7354024;1.4662756919
7357908;1.3000977039
7361768;1.1094819307
7365640;1.1632453203
7369516;1.4271749496
7373404;1.5249266624
7377284;1.4613881111
7381172;1.4076246261
7385036;1.6324535369
7388924;2.1407625675
7392804;2.5366568565
7396684;2.6392962932
7400572;2.5171065330
7404444;2.3851418495
7408324;2.3607037067
7412188;2.1065492630
7416060;1.6324535369
7419944;1.1436949968
7423820;0.8504399299
7427684;0.9335288047
7431552;1.0997067642
7435428;1.0899316024
7439292;0.9579667091
7443164;0.8944281578
7447032;1.1290322542
7450920;1.3685239553
7454796;1.3831867027
7458664;1.1876833438
7462544;1.0312805175
7466416;1.1388074159
7470296;1.3587487936
7474172;1.3489736318
7478052;1.1534701585
7481932;0.9677418708
7485796;0.9872922897
7489668;1.2023460865
7493532;1.2463343143
7497416;1.0557184219
7501300;0.8504399299
7505164;0.8357770919
7509024;1.0508308410
7512872;1.1290322542
7516756;0.9921798706
7520628;0.7820137023
7524492;0.7331378459
7528364;0.9384163856
7532232;1.0752688646
7536100;0.9824047088
7539964;0.7820137023
7543824;0.6989247322
7547700;0.8895405769
7551568;1.0703812837
7555440;1.0215053558
7559316;0.8406646728
7563180;0.7380254268
7567044;0.9042033195
7570904;1.1388074159
7574776;1.1485825777
7578664;1.0019550323
7582532;0.8748778343
7586400;1.0215053558
7590268;1.2903225421
7594156;1.3489736318
7598028;1.2267839908
7601908;1.0899316024
7605780;1.2121212482
7609672;1.4956011772
7613548;1.6031280517
7617424;1.4956011772
7621300;1.3538612127
7625184;1.4173997879
7629064;1.7008798122
7632932;1.8377322196
7636812;1.7350928783
7640692;1.5689149856
7644572;1.5689149856
7648456;1.8328446388
7652336;1.9745845794
7656216;1.8670577049
7660076;1.6520038604
7663948;1.5689149856
7667840;1.7399804592
7671708;1.8817204475
7675592;1.7448680400
7679464;1.4956011772
7683348;1.3343108892
7687216;1.4516129493
7691088;1.6129032135
7694972;1.5395894050
7698848;1.3391984701
7702720;1.1583577394
7706596;1.2707722187
7710480;1.4809384346
7714360;1.4809384346
7718228;1.3049852848
7722088;1.1339198350
7725964;1.2218964099
7729844;1.4711632728
7733732;1.5347018241
7737616;1.3734115362
7741492;1.2072336673
7745364;1.2365591526
7749248;1.4907135963
7753116;1.5884653091
7756996;1.4613881111
7760876;1.2756597995
7764756;1.2707722187
7768636;1.5151515007
7772516;1.6520038604
7776380;1.5640274047
7780240;1.3587487936
7784116;1.3000977039
7787980;1.5200390815
7791852;1.6911046504
7795732;1.6129032135
7799616;1.4173997879
7803500;1.3147605657
7807380;1.5004887580
7811244;1.7057673931
7815108;1.6666666030
7818992;1.4760508537
7822868;1.3440860509
7826744;1.4809384346
7830616;1.7106549739
7834488;1.7008798122
7838364;1.5200390815
7842228;1.3538612127
7846108;1.4467253684
7849996;1.7106549739
7853872;1.7302052974
7857740;1.5640274047
7861620;1.3831867027
7865508;1.4271749496
7869392;1.6813293457
7873268;1.7595307826
7877148;1.6226783752
7881028;1.4320625305
7884904;1.4369501113
7888784;1.6862169265
7892668;1.8132943153
7896556;1.6959922313
7900448;1.4956011772
7904328;1.4565005302
7908188;1.6911046504
7912060;1.8523949623
7915948;1.7693059444
7919828;1.5738025665
7923700;1.5004887580
7927564;1.6959922313
7931452;1.8914956092
7935336;1.8328446388
7939212;1.6373411178
7943084;1.5102639198
7946964;1.6813293457
7950852;1.9110459327
7954732;1.8817204475
7958608;1.7008798122
7962476;1.5395894050
7966348;1.6666666030
7970212;1.9012707710
7974080;1.9208210945
7977952;1.7497556209
7981828;1.5689149856
7985716;1.6471162796
7989616;1.8963831901
7993504;1.9599218368
7997380;1.8035190582
8001252;1.6129032135
8005132;1.6373411178
8009020;1.8963831901
8012892;2.0039100646
8016748;1.8817204475
8020632;1.6911046504
8024508;1.6666666030
8028384;1.9159335136
8032252;2.0625610351
8036128;1.9550342559
8040004;1.7546432018
8043888;1.6715541839
8047780;1.8817204475
8051652;2.0527858734
8055536;1.9501466751
8059424;1.7399804592
8063296;1.5933528900
8067164;1.7448680400
8071024;1.9550342559
8074904;1.8866080284
8078776;1.6862169265
8082660;1.5298142433
8086548;1.6520038604
8090412;1.8914956092
8094284;1.8914956092
8098164;1.7204301357
8102036;1.5395894050
8105900;1.6177907943
8109784;1.8670577049
8113652;1.9110459327
8117536;1.7497556209
8121404;1.5542521476
8125280;1.5933528900
8129144;1.8279570579
8133020;1.9110459327
8136900;1.7595307826
8140772;1.5542521476
8144660;1.5542521476
8148552;1.8670577049
8152420;2.1309874057
8156284;2.2140762805
8160156;2.2580645084
8164020;2.4535679817
8167900;2.9130010604
8171772;3.2209188938
8175652;3.0205278396
8179516;2.5659823417
8183396;2.0772237777
8187272;1.8279570579
8191144;1.6715541839
8195020;1.4076246261
8198900;1.1241446733
8202780;0.9579667091
8206652;1.1241446733
8210536;1.3978494453
8214408;1.4760508537
8218272;1.3734115362
8222156;1.2561094760
8226020;1.3880742835
8229900;1.6471162796
8233784;1.7106549739
8237660;1.5640274047
8241532;1.3880742835
8245420;1.4320625305
8249288;1.6862169265
8253172;1.7790811061
8257044;1.6471162796
8260936;1.4516129493
8264816;1.4467253684
8268688;1.6862169265
8272572;1.8181818962
8276464;1.7057673931
8280340;1.5053763389
8284208;1.4565005302
8288068;1.6764417648
8291960;1.8621701240
8295836;1.7644183635
8299716;1.5835777282
8303600;1.4711632728
8307488;1.6715541839
8311376;1.8670577049
8315248;1.8230694770
8319108;1.6177907943
8322984;1.4858260154
8326860;1.6422286987
8330740;1.8768328666
8334624;1.8572825431
8338500;1.6764417648
8342380;1.5102639198
8346252;1.6275659561
8350124;1.8817204475
8354004;1.9110459327
8357880;1.7448680400
8361740;1.5689149856
8365620;1.6324535369
8369512;1.9061583518
8373392;1.9794721603
8377256;1.8426198005
8381124;1.6568914413
8385004;1.6764417648
8388888;1.9403715133
8392756;2.0625610351
8396632;1.9550342559
8400512;1.7497556209
8404388;1.7204301357
8408264;1.9599218368
8412124;2.1114368438
8416004;2.0136852264
8419884;1.7986314296
8423768;1.7008798122
8427640;1.8866080284
8431500;2.0478982925
8435384;1.9403715133
8439252;1.6959922313
8443132;1.5102639198
8447012;1.6177907943
8450884;1.7790811061
8454760;1.6862169265
8458636;1.4467253684
8462524;1.2414467334
8466404;1.3098728656
8470276;1.5004887580
8474136;1.4907135963
8478012;1.3098728656
8481884;1.1143695116
8485760;1.1681329011
8489644;1.3929618644
8493528;1.4565005302
8497396;1.3147605657
8501272;1.1241446733
8505144;1.1436949968
8509028;1.3880742835
8512908;1.5004887580
8516772;1.3831867027
8520652;1.1925709247
8524532;1.1632453203
